AGE,workclass,education_level,EDUCATION-NUM,marital-status,OCCUPATION,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,event_time,random_flag,source_system
20, Private,,10, Never-married, Protective-serv, Own-child, White, Female,0.0$,0,16, United-States,<=80K,05-26-2025 10:00:21,Y,app
46, Local-gov, Bachelors,13, Divorced,, Not-in-family,, Female,,0,25, United-States,>80K,20/12/24,Y,web
, Private, Bachelors,, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States,>80K,22/01/24,,app
17, Private, 10th,6, Never-married, Prof-specialty, Own-child, Other, Female,0,0,15,,<=80K,30/10/23,Y,web
, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0$,0,40.00%, United-States,<=80K,06-13-2024 10:00:21,Y,crm
28, Private, HS-grad,9, Separated, Craft-repair, Not-in-family,, Male,0,1974,40, United-States,<=80K,02-18-2024 10:00:21,,crm
24, Private, HS-grad,9, Never-married, Other-service,, White, Male,0,0,40.00%, United-States,<=80K,02/11/23,Y,batch
33, Private, Some-college,10.00%, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,<=80K,24/01/25,Y,batch
44, Federal-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55.00%, United-States,>80K,,Y,batch
26, Self-emp-not-inc, HS-grad,9, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States,<=80K,01-19-2024 10:00:21,Y,app
47, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,,>80K,03-17-2024 10:00:21,N,web
24, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0.0k,40, United-States,<=80K,07/01/24,Y,batch
58, Federal-gov, Bachelors,13,, Exec-managerial, Husband, Black, Male,0,0.0k,40, United-States,>80K,01/07/24 10:00,,batch
41, Private, HS-grad,, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2002,60, United-States,<=80K,02/11/23,Y,batch
38, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,,35, United-States,>80K,19/01/24,Y,crm
21, Private, Some-college,10, Never-married,, Not-in-family, White, Female,0,0,40, United-States,,25/09/24,N,crm
33$, Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0.0$,0,45, United-States,<=80K,05/12/25,,app
40, Private,,6, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,<=80K,14/10/24,N,crm
47, Local-gov, HS-grad,, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,,,Y,batch
41$, Private, Bachelors,, Divorced,, Unmarried, Black, Female,0,0.0k,40, United-States,<=80K,10/04/25,Y,crm
38$, Private, Bachelors,13, Married-civ-spouse,, Husband, White, Male,0,,50, United-States,<=80K,14/05/24,,batch
50, Private,,4, Divorced, Other-service, Other-relative, White, Female,0,0,40.00%, United-States,<=80K,26/06/24,Y,crm
45, Private, HS-grad,9, Married-spouse-absent, Farming-fishing,, Black, Male,0,0,40, United-States,<=80K,20/01/25,,batch
33$,, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40.00%, United-States,<=80K,18/02/24,,batch
34, Federal-gov, Assoc-acdm,12.00%, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40,,,09-25-2024 10:00:21,N,crm
65, Private, Masters,14, Divorced, Sales, Not-in-family, White, Male,0,0,28, United-States,<=80K,11/09/23 10:00,N,app
24$,, 11th,7, Never-married, Transport-moving, Own-child, White, Male,0,0,39, United-States,<=80K,15/03/25,N,crm
26$, Private, Bachelors,13, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States,<=80K,05/10/23,N,crm
55, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=80K,01-13-2024 10:00:21,N,batch
66,,,13.00%, Divorced, Prof-specialty, Unmarried, White, Female,0,0,8, Cuba,<=80K,16/05/24,N,batch
, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,<=80K,08-31-2024 10:00:21,N,web
37, Private, Bachelors,13.00%, Never-married, Adm-clerical,, Black, Female,0,0,40,,<=80K,09/09/23,Y,web
22,, HS-grad,9.00%, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.00%, United-States,,13/04/24,Y,crm
21, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White,,0,0,40, United-States,<=80K,10-18-2023 10:00:21,,web
27, Private, Masters,14, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,<=80K,03/10/25 10:00,Y,batch
48, Private, HS-grad,, Married-civ-spouse, Adm-clerical, Husband, White, Male,4386.0$,0,45, United-States,>80K,20/11/24,,app
24, Private, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,,03-16-2024 10:00:21,Y,batch
53, Local-gov,,9, Widowed, Other-service, Not-in-family,, Female,0,0,30, United-States,<=80K,23/10/24,Y,crm
26$, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland,<=80K,15/02/25,N,batch
60, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,>80K,24/09/24,Y,crm
21, Private, Some-college,10, Never-married, Other-service, Own-child, White,,0,0.0k,60, United-States,<=80K,02/05/24 10:00,N,crm
39$, Private, 5th-6th,, Married-civ-spouse, Other-service, Husband, White, Male,0.0$,0,40, Mexico,,01/08/25,,app
45, Private, Some-college,10,, Exec-managerial, Husband, White, Male,0,0,60, United-States,>80K,,N,batch
76,, HS-grad,9, Married-civ-spouse, Craft-repair,, White, Male,0.0$,0,30,,<=80K,13/02/24,Y,app
19, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States,<=80K,06-27-2025 10:00:21,Y,web
34, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0$,0,40, Jamaica,>80K,14/02/25,,app
54, Private, Some-college,10, Divorced, Craft-repair,, White, Male,0,0,40, United-States,<=80K,11/11/23,Y,web
23, Private, Bachelors,13, Never-married,, Not-in-family, White, Female,0,0,40, United-States,<=80K,04/06/24 10:00,,batch
44, Local-gov, 7th-8th,4, Divorced, Handlers-cleaners,, White, Male,0,0,40, United-States,<=80K,28/10/25,Y,web
27, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,<=80K,03/01/25,N,app
23, Private, 12th,8,, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States,<=80K,02/05/25 10:00,N,crm
37, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,<=80K,11-27-2025 10:00:21,N,web
41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>80K,24/09/23,,batch
21, State-gov,,10.00%, Never-married, Adm-clerical, Own-child, White, Female,,0,35, United-States,<=80K,08/02/25,N,web
37, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0$,0,, England,>80K,03-19-2025 10:00:21,Y,batch
63, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,2174.0$,0,40, United-States,<=80K,05-27-2024 10:00:21,,crm
35$, Private, 11th,7.00%, Married-civ-spouse, Craft-repair, Husband, White, Male,,0,40, United-States,<=80K,12/03/25,Y,batch
41,, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,<=80K,07/03/26,N,app
50, Self-emp-not-inc, HS-grad,9, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,, Vietnam,<=80K,02/09/24 10:00,,batch
26, Self-emp-inc, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0.0k,50, United-States,<=80K,01/11/26 10:00,,app
36, Local-gov, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0.0$,0,42, United-States,>80K,07/01/26,,crm
47,, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.00%, Scotland,>80K,12/05/25,N,web
51, Private, Some-college,10, Divorced, Exec-managerial, Unmarried,, Female,,0,50, United-States,<=80K,06/07/25,N,app
41, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Other, Female,0,625.0k,40, United-States,,04/04/25 10:00,Y,batch
40$, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,30, United-States,>80K,13/05/25,N,crm
32, Private, Bachelors,13.00%, Married-civ-spouse, Exec-managerial,, White, Male,4064,0,50, United-States,<=80K,20/11/23,Y,crm
37, Local-gov, Bachelors,, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298.0$,0,40, United-States,>80K,02/12/25,Y,app
40, Self-emp-inc, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,<=80K,16/04/25,Y,batch
56$, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,07/05/24,,app
50$, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=80K,11-16-2025 10:00:21,Y,web
28, Private, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42.00%, United-States,<=80K,09/05/24,N,batch
28, Private, HS-grad,9, Married-civ-spouse,, Husband, White, Male,0,0,40, United-States,<=80K,11/10/24,Y,web
19, Self-emp-not-inc, 11th,7,, Adm-clerical, Own-child, White, Female,0,0,30,,<=80K,14/06/25,N,crm
44, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.00%, United-States,<=80K,29/06/24,N,app
42, Self-emp-not-inc, Prof-school,15, Divorced, Prof-specialty, Unmarried,,,7430,0,44.00%, United-States,,10-13-2025 10:00:21,,crm
47, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>80K,25/04/25,Y,crm
31, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=80K,28/01/25,,crm
61$, Private, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0.0$,0,, United-States,>80K,04-14-2025 10:00:21,Y,crm
, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,, United-States,<=80K,,Y,batch
26,, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States,,08/09/24 10:00,N,crm
, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,>80K,10/03/25,N,batch
35, Private, Bachelors,, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines,<=80K,10-22-2025 10:00:21,N,crm
35, Private, Assoc-voc,11, Never-married, Adm-clerical,, Black, Female,0,0,40, United-States,<=80K,08/03/25,,app
29, Local-gov, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,3674,0,40, United-States,<=80K,07/03/25,N,app
40, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States,>80K,08/03/25 10:00,N,batch
33, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,>80K,03-23-2025 10:00:21,,web
38, Self-emp-not-inc, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,,40, United-States,<=80K,06/09/25,N,batch
50, Self-emp-not-inc, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0.0k,50, United-States,<=80K,01-19-2026 10:00:21,N,batch
66, Private, Some-college,10.00%, Married-civ-spouse,, Husband, White, Male,,0.0k,40, United-States,>80K,16/04/26,,crm
, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40.00%, United-States,>80K,12-27-2023 10:00:21,Y,app
33,, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,<=80K,,Y,crm
55, Federal-gov, Masters,, Married-civ-spouse, Exec-managerial, Husband, White,,0,0,60, United-States,>80K,05/04/24 10:00,Y,web
46, Private, HS-grad,,, Machine-op-inspct, Husband, White, Male,0,0,, United-States,<=80K,30/11/24,Y,app
, Private, Assoc-acdm,12.00%, Never-married, Craft-repair, Not-in-family, White,,0,0.0k,40, United-States,<=80K,30/12/23,,web
30, Private, HS-grad,9,, Other-service, Unmarried, White, Female,0,0,32, United-States,<=80K,11-26-2024 10:00:21,,app
29, Private, 12th,8, Never-married, Exec-managerial, Not-in-family, White, Male,0.0$,0,42.00%, England,<=80K,11-13-2023 10:00:21,N,web
24, Private, HS-grad,9, Separated, Sales, Unmarried, White, Female,0,0.0k,48, United-States,<=80K,01/12/25,N,batch
42, Self-emp-not-inc,,10, Separated, Other-service, Unmarried, Black, Female,0,0,50, United-States,<=80K,,,crm
26, Private, HS-grad,9, Separated,,, White, Female,0.0$,0,40, United-States,<=80K,06-26-2025 10:00:21,N,web
37, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.00%, United-States,<=80K,01-26-2026 10:00:21,,batch
, Private, 5th-6th,3, Never-married, Farming-fishing, Unmarried, White, Male,0,0,48, Guatemala,<=80K,23/02/26,N,batch
26$, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband,, Male,0,0,48, United-States,<=80K,25/09/24,,crm
23, Private, Assoc-voc,11, Never-married, Craft-repair, Unmarried,, Male,0,0,50, United-States,<=80K,,N,app
60, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,>80K,20/01/26,Y,web
49, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,,,,batch
46, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,<=80K,21/02/25,N,app
21, Private, HS-grad,, Never-married, Machine-op-inspct,, White, Male,,0,40, United-States,,10/04/25,Y,app
48, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Craft-repair, Husband,, Male,0,0,60, United-States,<=80K,08/08/23,,app
70, Self-emp-inc, 9th,5, Divorced, Sales, Not-in-family, White, Male,0,0.0k,45, United-States,<=80K,04/11/25,N,batch
44, Local-gov, Masters,14.00%, Never-married, Prof-specialty, Own-child, White, Female,0.0$,0,55.00%, United-States,<=80K,04-17-2025 10:00:21,N,app
58, Private, Bachelors,13, Married-civ-spouse, Sales, Husband,, Male,,0.0k,40, United-States,<=80K,04/02/26 10:00,Y,app
41, Private, Assoc-acdm,12, Divorced,, Not-in-family, Black, Female,0,0,40, Jamaica,<=80K,21/04/26,,app
54, Private, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, White, Female,0,,40, United-States,<=80K,07-27-2024 10:00:21,Y,app
42, Self-emp-inc,,14, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,2201.0k,60, India,>80K,11-21-2023 10:00:21,N,app
28, Private, 10th,6, Divorced, Handlers-cleaners, Not-in-family, White,,0,0,40, United-States,<=80K,20/03/24,Y,app
65, Private, 11th,7.00%, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States,<=80K,13/09/25,,web
35, Self-emp-not-inc, HS-grad,9,,, Other-relative, White, Male,0,0,35, Ireland,<=80K,,N,web
82$, Private, 5th-6th,3.00%, Widowed, Other-service, Unmarried, White, Male,0,0,20, United-States,<=80K,15/10/25,N,crm
48, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,>80K,17/07/25,,crm
44, Private, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,, Japan,>80K,10/02/24 10:00,,app
68, Private, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female,,0,, United-States,<=80K,,,app
42, Private, HS-grad,9, Married-civ-spouse, Other-service,, White, Male,0,0,40, United-States,<=80K,08-30-2024 10:00:21,Y,crm
24, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White,,0,2001,37.00%, United-States,<=80K,26/09/25,Y,batch
54, Private, Some-college,10, Married-civ-spouse,, Husband, Black, Male,0,0.0k,, United-States,<=80K,07/11/23,Y,batch
22, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,, United-States,<=80K,03/06/25 10:00,N,web
43, Self-emp-not-inc, Some-college,10.00%, Married-civ-spouse, Farming-fishing, Husband, White,,0,0,84, United-States,<=80K,,N,web
17, Private, 9th,5, Never-married,, Own-child, White, Female,0,0,, United-States,<=80K,03/11/23,N,web
, Self-emp-not-inc, HS-grad,9, Divorced, Transport-moving,, White, Male,0,0,50, United-States,<=80K,02-21-2025 10:00:21,Y,batch
59, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40.00%, United-States,>80K,11-25-2023 10:00:21,Y,crm
, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners,, White, Male,0,,40, United-States,<=80K,16/09/24,Y,crm
57, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales,, White, Male,0,,30, United-States,>80K,12/06/25,N,batch
31$, Private, HS-grad,9, Never-married, Sales, Unmarried, Black, Female,0,0,24, United-States,<=80K,29/03/24,,batch
23, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0.0$,0,40, United-States,<=80K,12/01/23 10:00,Y,app
17$, Private, 12th,8, Never-married, Other-service, Own-child, White,,,1721.0k,25, United-States,<=80K,01-30-2026 10:00:21,,app
63, Private, Preschool,1, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,30.00%, Mexico,<=80K,08/12/25,Y,app
44, Private, Prof-school,15, Divorced,, Not-in-family, White, Male,0,0,55, United-States,>80K,19/02/26,N,crm
30, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,,60, United-States,>80K,03-20-2025 10:00:21,Y,batch
23, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,,0,20, United-States,<=80K,09/12/24,Y,web
44, Private, Masters,14, Married-civ-spouse, Prof-specialty,, White, Male,0,1887,60, United-States,>80K,09-20-2025 10:00:21,,batch
24, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,,03-27-2025 10:00:21,,web
34, Private, Some-college,10, Never-married, Handlers-cleaners,, White, Male,0,0,20, United-States,<=80K,07-18-2024 10:00:21,N,app
37, Private, Some-college,10.00%, Married-civ-spouse,, Husband, White,,,0,65,,<=80K,23/04/25,N,web
24$, Private, 11th,7.00%, Never-married, Machine-op-inspct, Unmarried, White, Female,0.0$,0.0k,40, United-States,<=80K,19/07/24,N,crm
32, Private, HS-grad,9, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States,<=80K,,N,app
42, Self-emp-not-inc, HS-grad,9, Married-civ-spouse,, Husband,, Male,0,0.0k,25, Jamaica,<=80K,25/11/25,,web
20$, Private, Some-college,, Never-married, Other-service,, White, Female,0,0,10, United-States,,03-29-2025 10:00:21,N,batch
34, State-gov, Some-college,10.00%, Married-civ-spouse, Prof-specialty, Husband, Black, Male,4386,0,40, United-States,>80K,07/09/23,,batch
37, Private, Some-college,10, Never-married, Transport-moving, Unmarried, White, Female,0,0,20.00%, Puerto-Rico,<=80K,12-31-2024 10:00:21,N,app
47, Federal-gov, HS-grad,9,, Adm-clerical,, White, Female,0,0,40, United-States,<=80K,17/06/25,N,crm
25, Private,,5, Never-married, Farming-fishing, Other-relative, White, Male,0,,45, Mexico,<=80K,29/05/25,Y,batch
36, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing,, White, Male,0,1977,65, United-States,>80K,27/10/25,N,crm
60, Private,,9,, Sales, Husband, White, Male,0,0.0k,50, United-States,<=80K,15/04/26,N,web
